episode_id,scene,seed,method,budget,snapshot_count,eligible_instances,recalled_instances,tcobr,continuous_boundary_utility,critical_boundary_hq_coverage,critical_region_psnr_db,full_psnr_db,full_ssim,mean_charged_bytes,mean_utilization,mean_roi_area_ratio
m7_v1_development_m7c1_seed710101,M7C1,710101,state_only_risk_roi,medium,4,1,1,1.0,1.0,0.0,45.54922307137954,35.13112706704693,0.9266924523784432,33002.5,0.9848846578531141,0.03645833333333333
m7_v1_development_m7c1_seed710101,M7C1,710101,state_only_risk_roi,severe,4,1,1,1.0,1.0,0.0,28.85066973200327,22.788932860259045,0.7447527701696874,31376.75,0.9971636051611262,0.03645833333333333
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_corridor_edges,high,4,1,1,1.0,1.0,0.6363636363636364,47.07392881919638,37.08989390045324,0.9470645319403134,33869.0,0.9712655214935046,0.46875
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_corridor_edges,low,4,1,1,1.0,1.0,0.22727272727272727,39.77177028760251,33.14506890060823,0.8972122811248765,32296.0,0.9975906591709396,0.14583333333333334
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_corridor_edges,medium,4,1,1,1.0,1.0,0.0,45.54922307137954,35.43353435355171,0.9288214703203653,33006.5,0.9850040287683905,0.29166666666666663
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_corridor_edges,severe,4,1,1,1.0,1.0,0.2727272727272727,29.353675997067175,23.32871855253043,0.7411455251728318,31380.0,0.997266891247696,0.28125
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_global_only,high,4,1,1,1.0,1.0,0.6363636363636364,47.07392881919638,37.11773880829484,0.9470789315562548,33868.25,0.9712440136503111,0.4375
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_global_only,low,4,1,1,1.0,1.0,0.22727272727272727,39.77177028760251,33.17434680977992,0.8979848166262998,32296.0,0.9975906591709397,0.19270833333333334
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_global_only,medium,4,1,1,1.0,1.0,0.0,45.54922307137954,35.44555101966287,0.9291363618280022,33006.25,0.9849965680861859,0.3020833333333333
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_global_only,severe,4,1,1,1.0,1.0,0.2727272727272727,29.353675997067175,23.388654946995096,0.7429896516632931,31379.75,0.9972589461641137,0.296875
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_visible_edges,high,4,1,1,1.0,1.0,0.5,45.98116212202265,37.03338686563533,0.9456347328282166,33869.0,0.9712655214935046,0.36458333333333337
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_visible_edges,low,4,1,1,1.0,1.0,0.22727272727272727,39.77177028760251,33.044996195005396,0.8972883459006622,32295.75,0.9975829369246927,0.18229166666666666
m7_v1_development_m7c1_seed710101,M7C1,710101,v2_visible_edges,medium,4,1,1,1.0,1.0,0.0,45.54922307137954,35.32176196655285,0.9276175549170562,33006.5,0.9850040287683905,0.24479166666666669
